o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,758,130000,140000,900
taz_21,taz_34,120,130000,140000,900
taz_24,taz_36,582,130000,140000,900
taz_30,taz_34,289,130000,140000,900
taz_30,taz_33,899,130000,140000,900
taz_22,taz_33,268,130000,140000,900
taz_22,taz_32,121,130000,140000,900
taz_14,taz_32,365,130000,140000,900
taz_16,taz_36,285,130000,140000,900
taz_25,taz_37,1009,130000,140000,900
taz_6,taz_36,35,130000,140000,900
taz_17,taz_37,157,130000,140000,900
taz_17,taz_36,38,130000,140000,900
taz_23,taz_36,226,130000,140000,900
taz_23,taz_32,116,130000,140000,900
taz_31,taz_35,858,130000,140000,900
taz_8,taz_35,214,130000,140000,900
taz_7,taz_35,95,130000,140000,900
taz_7,taz_32,94,130000,140000,900
taz_15,taz_32,326,130000,140000,900
taz_9,taz_32,71,130000,140000,900
taz_0,taz_32,74,130000,140000,900
