o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,777,130000,140000,900
taz_21,taz_34,115,130000,140000,900
taz_24,taz_36,596,130000,140000,900
taz_30,taz_34,108,130000,140000,900
taz_30,taz_33,1000,130000,140000,900
taz_30,taz_32,110,130000,140000,900
taz_22,taz_32,372,130000,140000,900
taz_14,taz_32,349,130000,140000,900
taz_16,taz_36,273,130000,140000,900
taz_25,taz_37,1000,130000,140000,900
taz_25,taz_36,34,130000,140000,900
taz_6,taz_36,34,130000,140000,900
taz_17,taz_36,186,130000,140000,900
taz_23,taz_36,329,130000,140000,900
taz_31,taz_36,548,130000,140000,900
taz_31,taz_35,331,130000,140000,900
taz_8,taz_35,205,130000,140000,900
taz_7,taz_35,181,130000,140000,900
taz_15,taz_35,283,130000,140000,900
taz_15,taz_32,30,130000,140000,900
taz_9,taz_32,68,130000,140000,900
taz_0,taz_32,71,130000,140000,900
