o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,397,130000,140000,900
taz_29,taz_33,41,130000,140000,900
taz_21,taz_33,150,130000,140000,900
taz_24,taz_36,674,130000,140000,900
taz_30,taz_33,282,130000,140000,900
taz_30,taz_32,406,130000,140000,900
taz_22,taz_32,484,130000,140000,900
taz_14,taz_32,454,130000,140000,900
taz_16,taz_36,711,130000,140000,900
taz_25,taz_37,585,130000,140000,900
taz_6,taz_36,59,130000,140000,900
taz_17,taz_37,242,130000,140000,900
taz_23,taz_36,285,130000,140000,900
taz_23,taz_32,141,130000,140000,900
taz_31,taz_35,401,130000,140000,900
taz_31,taz_37,96,130000,140000,900
taz_8,taz_37,534,130000,140000,900
taz_7,taz_37,315,130000,140000,900
taz_15,taz_37,228,130000,140000,900
taz_15,taz_32,178,130000,140000,900
taz_9,taz_32,89,130000,140000,900
taz_0,taz_32,248,130000,140000,900
