o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,737,130000,140000,900
taz_21,taz_34,126,130000,140000,900
taz_24,taz_36,566,130000,140000,900
taz_30,taz_34,1137,130000,140000,900
taz_30,taz_33,19,130000,140000,900
taz_22,taz_33,406,130000,140000,900
taz_14,taz_33,381,130000,140000,900
taz_16,taz_36,295,130000,140000,900
taz_16,taz_37,3,130000,140000,900
taz_25,taz_37,982,130000,140000,900
taz_6,taz_33,37,130000,140000,900
taz_17,taz_37,152,130000,140000,900
taz_17,taz_35,52,130000,140000,900
taz_23,taz_33,15,130000,140000,900
taz_23,taz_32,343,130000,140000,900
taz_31,taz_35,323,130000,140000,900
taz_31,taz_32,511,130000,140000,900
taz_8,taz_32,224,130000,140000,900
taz_7,taz_32,198,130000,140000,900
taz_15,taz_32,341,130000,140000,900
taz_9,taz_32,74,130000,140000,900
taz_0,taz_32,78,130000,140000,900
