id,departtime,from,to,vehicleClass,algorithm
0,43200,1451106600,1960000815,C,0
1,43200,1451097900,1451196301,C,0
2,43200,1451158201,1451171901,C,0
3,43200,1450903000,1450050101,C,0
4,43200,1961208101,1960070202,C,0
5,43200,1450047802,1451162501,C,0
6,43200,1451107300,1451120600,C,0
7,43200,1451083900,1960987300,C,0
8,43200,1451139400,1961260101,C,0
9,43201,1960048601,1450056448,C,0
10,43201,1450057210,1450808301,C,0
11,43201,1960047902,1960000600,C,0
12,43201,1960056211,1451081700,C,0
13,43201,1450335301,1451069500,C,0
14,43202,1450811405,1450050202,C,0
15,43202,1450902800,1450916100,C,0
16,43202,1961202001,1450049102,C,0
17,43202,1960057500,1960067904,C,0
18,43202,1450335700,1960053400,C,0
19,43202,1450920300,1451138900,C,0
20,43203,1451190201,1450042500,C,0
21,43203,1960000817,1450573504,C,0
22,43203,1450573404,1450814300,C,0
23,43203,1451048200,1451067500,C,0
24,43203,1451155501,1450573304,C,0
25,43204,1960995400,1960072002,C,0
26,43204,1961261001,1450069000,C,0
27,43204,1450051003,1960007204,C,0
28,43204,1961066100,1450069401,C,0
29,43204,1961046000,1451051500,C,0
30,43204,1450421100,1451094500,C,0
31,43204,1451074800,1450065807,C,0
32,43204,1451086700,1961054000,C,0
33,43204,1451141800,1961068800,C,0
34,43204,1450053409,1960062700,C,0
35,43204,1450055300,1450420500,C,0
36,43205,1960068004,1961243901,C,0
37,43205,1960245000,1961204101,C,0
38,43205,1960068401,1960990700,C,0
39,43205,1961260501,1961255801,C,0
40,43205,1960919100,1450572902,C,0
41,43205,1451097100,1961199301,C,0
42,43205,1450807602,1451189101,C,0
43,43206,1960067800,1451195901,C,0
44,43206,1450009314,1961044900,C,0
45,43206,1960060500,1961043900,C,0
46,43206,1961056100,1960062400,C,0
47,43206,1451112900,1451189501,C,0
48,43207,1451068500,1960005902,C,0
49,43207,1961074800,1450990900,C,0
50,43207,1450812704,1451189801,C,0
51,43207,1451108600,1450573617,C,0
52,43207,1451102600,1451085900,C,0
53,43207,1960060102,1450003006,C,0
54,43207,1960066700,1961259501,C,0
55,43207,1451078900,1451115100,C,0
56,43208,1960531100,1961043900,C,0
57,43208,1960006105,1960985500,C,0
58,43208,1961229601,1450573103,C,0
59,43208,1961072400,1960062300,C,0
60,43208,1451048200,1450911400,C,0
61,43208,1450573316,1960241001,C,0
62,43208,1450065400,1450905600,C,0
63,43208,1450573615,1451058100,C,0
64,43209,1451175801,1960073504,C,0
65,43209,1451189201,1961252301,C,0
66,43209,1451174001,1450068600,C,0
67,43209,1450573022,1451192301,C,0
68,43209,1960064901,1960009100,C,0
69,43209,1451192101,1451192601,C,0
70,43210,1450049904,1451088600,C,0
71,43210,1451165001,1960075001,C,0
72,43210,1961259501,1960004700,C,0
73,43210,1961048100,1961045400,C,0
74,43210,1961265301,1451183501,C,0
75,43211,1960984300,1960530600,C,0
76,43211,1451114300,1960071305,C,0
77,43211,1451182501,1960004209,C,0
78,43211,1961254801,1450056446,C,0
79,43211,1451194001,1450927000,C,0
80,43211,1960009608,1961238001,C,0
81,43211,1450917300,1960080402,C,0
82,43212,1451182101,1450002500,C,0
83,43212,1450808900,1451192301,C,0
84,43212,1961070800,1960072302,C,0
85,43212,1450059300,1961300501,C,0
86,43212,1961300001,1960047800,C,0
87,43212,1450335900,1451045900,C,0
88,43212,1961061900,1451069400,C,0
89,43212,1960075500,1451099200,C,0
90,43212,1451081800,1960004602,C,0
91,43213,1450058200,1451184601,C,0
92,43213,1961298201,1960003301,C,0
93,43213,1960075700,1961230901,C,0
94,43214,1961261101,1960988700,C,0
95,43214,1451059800,1961058600,C,0
96,43214,1451096900,1960075100,C,0
97,43214,1451114400,1451077900,C,0
98,43214,1961036200,1960072402,C,0
99,43214,1960080000,1961060800,C,0
100,43215,1960067500,1961260801,C,0
101,43215,1451165801,1961261801,C,0
102,43215,1451083600,1451104400,C,0
103,43215,1451075400,1960244200,C,0
104,43215,1451083500,1960067100,C,0
105,43216,1961300801,1961059500,C,0
106,43216,1451071200,1451165501,C,0
107,43216,1450338700,1960000717,C,0
108,43216,1960008500,1961263401,C,0
109,43216,1960984500,1960076200,C,0
110,43216,1961290501,1960079705,C,0
111,43216,1451178101,1450912800,C,0
112,43217,1960078600,1960068100,C,0
113,43217,1960048802,1451116500,C,0
114,43217,1960051403,1450573315,C,0
115,43217,1960052301,1451121100,C,0
116,43217,1450054900,1450811705,C,0
117,43218,1451071800,1451188801,C,0
118,43218,1961258401,1961256701,C,0
119,43218,1451053100,1450573023,C,0
120,43218,1960075300,1960068802,C,0
121,43219,1450926800,1960002200,C,0
122,43219,1961297601,1960984400,C,0
123,43219,1960001804,1960048802,C,0
124,43219,1451090900,1451191901,C,0
125,43219,1960069300,1960071501,C,0
126,43219,1450994905,1450044700,C,0
127,43219,1961065600,1960064101,C,0
128,43219,1450925700,1450573504,C,0
129,43220,1451163401,1961066000,C,0
130,43220,1451174201,1451155301,C,0
131,43220,1450991800,1450068600,C,0
132,43220,1451091400,1960047502,C,0
133,43220,1960080100,1960009608,C,0
134,43220,1451052200,1451105700,C,0
135,43221,1961255501,1961255801,C,0
136,43221,1451097100,1450807200,C,0
137,43221,1451113700,1451163201,C,0
138,43221,1451075100,1450050904,C,0
139,43221,1960081901,1960077200,C,0
140,43221,1451185501,1960049400,C,0
141,43222,1450049101,1450990700,C,0
142,43222,1451121000,1451171401,C,0
143,43222,1961066400,1450927500,C,0
144,43222,1450925400,1961302501,C,0
145,43222,1450057110,1451082400,C,0
146,43222,1450811704,1960984300,C,0
147,43222,1960988800,1960076302,C,0
148,43222,1961208201,1960080404,C,0
149,43223,1960991700,1451184101,C,0
150,43223,1960063600,1961057100,C,0
151,43223,1450012400,1450917900,C,0
152,43223,1451142700,1451082900,C,0
153,43223,1451140600,1451180101,C,0
154,43223,1960075300,1960000815,C,0
155,43223,1451075000,1450338400,C,0
156,43223,1450420702,1961060200,C,0
157,43224,1961062100,1961264701,C,0
158,43224,1960075001,1960075400,C,0
159,43224,1450921402,1960064600,C,0
160,43224,1961070400,1960073603,C,0
161,43224,1451067400,1451140400,C,0
162,43224,1451156301,1451065300,C,0
163,43224,1960079600,1960060101,C,0
164,43225,1450573712,1961047200,C,0
165,43225,1960053800,1961198501,C,0
166,43225,1451172901,1450993400,C,0
167,43225,1960244600,1450917000,C,0
168,43225,1960060102,1961046100,C,0
169,43225,1451139600,1451142000,C,0
170,43225,1961233501,1450051004,C,0
171,43225,1960003505,1960229300,C,0
172,43226,1451057300,1450903000,C,0
173,43226,1961298301,1451105000,C,0
174,43226,1960052302,1961244901,C,0
175,43226,1451057300,1451160701,C,0
176,43226,1960984300,1961198601,C,0
177,43227,1960061801,1960066100,C,0
178,43227,1451073500,1961057000,C,0
179,43227,1451070000,1961044900,C,0
180,43227,1961268601,1960049400,C,0
181,43227,1960405204,1450057109,C,0
182,43227,1960530700,1961045800,C,0
183,43228,1960985500,1451152900,C,0
184,43228,1961203801,1960053600,C,0
185,43228,1960005902,1451100800,C,0
186,43228,1960076002,1451138700,C,0
187,43228,1451109000,1450812100,C,0
188,43228,1961045400,1961262101,C,0
189,43229,1451139600,1960229300,C,0
190,43229,1960000817,1960057001,C,0
191,43229,1451186601,1960005000,C,0
192,43229,1961261501,1450421300,C,0
193,43229,1451065300,1451077500,C,0
194,43229,1450923200,1450046602,C,0
195,43230,1961230801,1960071406,C,0
196,43230,1450813606,1450810401,C,0
197,43230,1450062301,1451179301,C,0
198,43230,1450675901,1450812902,C,0
199,43230,1960051602,1451071600,C,0
200,43230,1451175301,1450811805,C,0
201,43230,1450069300,1451048000,C,0
202,43230,1961028600,1961261701,C,0
203,43230,1451054000,1450573211,C,0
204,43230,1450012200,1451154300,C,0
205,43230,1960067902,1960078800,C,0
