id,departtime,from,to,vehicleClass,algorithm
0,43200,1450810700,1451093300,C,0
1,43200,1451196001,1960000818,C,0
2,43200,1450912401,1450675100,C,0
3,43200,1450903600,1450920700,C,0
4,43200,1450003002,1960000600,C,0
5,43200,1451177401,1450063200,C,0
6,43200,1451205101,1451113600,C,0
7,43200,1450929401,1960051803,C,0
8,43200,1451155601,1451196201,C,0
9,43201,1961062500,1451054000,C,0
10,43201,1960078900,1960062900,C,0
11,43201,1961265701,1960080000,C,0
12,43201,1451109900,1450812904,C,0
13,43201,1450573604,1450009901,C,0
14,43202,1450808002,1450811404,C,0
15,43202,1450048403,1450573712,C,0
16,43202,1451078100,1960053600,C,0
17,43202,1961156400,1451093200,C,0
18,43202,1451172601,1450928000,C,0
19,43202,1450057110,1450065804,C,0
20,43203,1451175901,1961066600,C,0
21,43203,1451086200,1451187701,C,0
22,43203,1451144200,1450050103,C,0
23,43203,1961060500,1961066200,C,0
24,43203,1961074500,1960047602,C,0
25,43204,1450919700,1450906301,C,0
26,43204,1960078700,1961198401,C,0
27,43204,1451112000,1450573111,C,0
28,43204,1960982600,1961229701,C,0
29,43204,1961267401,1961257201,C,0
30,43204,1960068005,1960049300,C,0
31,43204,1961237901,1961055400,C,0
32,43204,1960008901,1960695000,C,0
33,43204,1450010403,1451194501,C,0
34,43204,1451063700,1961261101,C,0
35,43204,1451082400,1451088000,C,0
36,43205,1450994702,1960072800,C,0
37,43205,1451172001,1451172501,C,0
38,43205,1960405103,1960051304,C,0
39,43205,1450061200,1450012004,C,0
40,43205,1960067000,1960071800,C,0
41,43205,1450812703,1451102300,C,0
42,43205,1451187001,1451162501,C,0
43,43206,1961043500,1960074901,C,0
44,43206,1451065000,1960051100,C,0
45,43206,1450810603,1451138300,C,0
46,43206,1451181301,1960244200,C,0
47,43206,1450811803,1450420704,C,0
48,43207,1450040900,1450420000,C,0
49,43207,1451098700,1450809102,C,0
50,43207,1450056353,1961060800,C,0
51,43207,1961156800,1961028500,C,0
52,43207,1960073602,1450807800,C,0
53,43207,1450048404,1451156301,C,0
54,43207,1451075000,1451094500,C,0
55,43207,1960007304,1451189601,C,0
56,43208,1451098400,1450573123,C,0
57,43208,1961299601,1960050000,C,0
58,43208,1450013600,1960229400,C,0
59,43208,1451083400,1450809000,C,0
60,43208,1451204901,1450069000,C,0
61,43208,1960071503,1450573316,C,0
62,43208,1450011704,1450012002,C,0
63,43208,1450573214,1450904400,C,0
64,43209,1451164801,1451138300,C,0
65,43209,1960077900,1960053100,C,0
66,43209,1961053500,1961056900,C,0
67,43209,1960070501,1450069402,C,0
68,43209,1960064000,1960000801,C,0
69,43209,1960076603,1961058200,C,0
70,43210,1960068402,1960695800,C,0
71,43210,1450807400,1451088100,C,0
72,43210,1961254901,1450040900,C,0
73,43210,1960000717,1960080000,C,0
74,43210,1451073200,1960051703,C,0
75,43211,1450994202,1451171801,C,0
76,43211,1960984200,1960218800,C,0
