id,departtime,from,to,vehicleClass,algorithm
0,43200,1450057206,1960075901,C,0
1,43200,1961063100,1450421000,C,0
2,43200,1961295401,1961244201,C,0
3,43200,1451084100,1451192401,C,0
4,43200,1450994701,1451089100,C,0
5,43200,1451175501,1451162301,C,0
6,43200,1451196201,1960696500,C,0
7,43200,1450994701,1961198701,C,0
8,43200,1961035500,1961204301,C,0
9,43201,1451094200,1451186301,C,0
10,43201,1961041800,1961198801,C,0
11,43201,1961233401,1451096200,C,0
12,43201,1961244201,1450904400,C,0
13,43201,1961027900,1960986500,C,0
14,43202,1451119100,1451161001,C,0
15,43202,1451102300,1450573024,C,0
16,43202,1960056113,1961198201,C,0
17,43202,1451189301,1450573719,C,0
18,43202,1450056444,1451047800,C,0
19,43202,1961046300,1960049900,C,0
20,43203,1451157201,1960072100,C,0
21,43203,1451105100,1450676003,C,0
22,43203,1961263201,1450420800,C,0
23,43203,1960065500,1960009606,C,0
24,43203,1960243401,1961074600,C,0
25,43204,1961262901,1960056502,C,0
26,43204,1960066302,1960081402,C,0
27,43204,1450067800,1451081800,C,0
28,43204,1960985100,1450420200,C,0
29,43204,1451084400,1451104000,C,0
30,43204,1451098900,1450573605,C,0
31,43204,1450994202,1960074600,C,0
32,43204,1961254401,1960074700,C,0
33,43204,1450051002,1451099800,C,0
34,43204,1450573218,1451184501,C,0
35,43204,1960059702,1961063200,C,0
36,43205,1960695800,1960070702,C,0
37,43205,1451093100,1961043900,C,0
38,43205,1960070104,1450420100,C,0
39,43205,1451056600,1451105600,C,0
40,43205,1451089500,1451140500,C,0
41,43205,1451098800,1450422111,C,0
42,43205,1451045600,1450011903,C,0
43,43206,1960694500,1450012800,C,0
44,43206,1451183701,1960001900,C,0
45,43206,1960991500,1960048501,C,0
46,43206,1961258101,1960241002,C,0
47,43206,1450674600,1451053900,C,0
48,43207,1961207701,1960076800,C,0
49,43207,1451139400,1450420200,C,0
50,43207,1960072100,1960995100,C,0
51,43207,1960985400,1960985400,C,0
52,43207,1961055300,1960988600,C,0
53,43207,1451190601,1451088200,C,0
54,43207,1450069501,1451174301,C,0
55,43207,1960005901,1450068800,C,0
56,43208,1960530900,1450420704,C,0
57,43208,1960009608,1961237301,C,0
58,43208,1451184501,1960243900,C,0
59,43208,1961265001,1450420200,C,0
60,43208,1961233201,1451085800,C,0
61,43208,1960059702,1960229400,C,0
62,43208,1451177001,1450065705,C,0
63,43208,1451094000,1450049201,C,0
64,43209,1961059500,1961073100,C,0
65,43209,1450053200,1451057100,C,0
66,43209,1960076800,1451047900,C,0
67,43209,1961203801,1961067400,C,0
68,43209,1451086500,1450069501,C,0
69,43209,1960061100,1960080404,C,0
70,43210,1960993800,1961199401,C,0
71,43210,1961061100,1960000817,C,0
72,43210,1451046500,1451115700,C,0
73,43210,1450420000,1960080200,C,0
74,43210,1960071606,1960994100,C,0
75,43211,1961296501,1960062600,C,0
76,43211,1450807700,1451196001,C,0
77,43211,1450807904,1961266901,C,0
78,43211,1451142000,1451179501,C,0
79,43211,1961060700,1450050901,C,0
80,43211,1450905200,1450814400,C,0
81,43211,1450927600,1960051701,C,0
82,43212,1451096700,1451085400,C,0
83,43212,1961300501,1960077800,C,0
84,43212,1451060500,1450420800,C,0
85,43212,1960982500,1960048002,C,0
86,43212,1450069401,1450066701,C,0
87,43212,1960067100,1960053100,C,0
88,43212,1450807502,1961069600,C,0
89,43212,1451112400,1451099200,C,0
90,43212,1960241002,1961230501,C,0
91,43213,1451196001,1450573718,C,0
92,43213,1450046501,1450009424,C,0
93,43213,1451093900,1450813300,C,0
94,43214,1451177501,1451177301,C,0
95,43214,1451140300,1960068601,C,0
96,43214,1960983100,1960049400,C,0
97,43214,1451081800,1450813200,C,0
98,43214,1450573217,1450062600,C,0
99,43214,1450049201,1450573605,C,0
100,43215,1450992000,1961058800,C,0
101,43215,1450812802,1450812400,C,0
102,43215,1451163101,1450060200,C,0
103,43215,1450812801,1451081600,C,0
104,43215,1451051600,1451140400,C,0
105,43216,1450913600,1450010602,C,0
106,43216,1450909400,1450047804,C,0
107,43216,1960078000,1961054200,C,0
108,43216,1450573722,1960069300,C,0
109,43216,1450992000,1451086200,C,0
110,43216,1960063000,1961067200,C,0
111,43216,1451184401,1451100600,C,0
112,43217,1451102000,1451054900,C,0
113,43217,1450338300,1961252701,C,0
114,43217,1451180401,1450067600,C,0
115,43217,1451094200,1451094600,C,0
116,43217,1451051800,1960052402,C,0
117,43218,1960065301,1451162301,C,0
118,43218,1451093900,1450807905,C,0
119,43218,1450993700,1960051804,C,0
120,43218,1450904500,1451072500,C,0
121,43219,1450810504,1450809900,C,0
122,43219,1960696500,1961073200,C,0
123,43219,1451112600,1961063800,C,0
124,43219,1960405104,1960073200,C,0
125,43219,1960987400,1961202901,C,0
126,43219,1450420702,1960050000,C,0
127,43219,1451070500,1451186301,C,0
128,43219,1450573503,1960070501,C,0
129,43220,1960000812,1961044300,C,0
130,43220,1450907100,1961174500,C,0
131,43220,1961297601,1961059200,C,0
132,43220,1450012001,1450420800,C,0
133,43220,1451102100,1451088000,C,0
134,43220,1960007404,1451105600,C,0
135,43221,1960059100,1960067100,C,0
136,43221,1960070202,1961063900,C,0
137,43221,1960229400,1960070400,C,0
138,43221,1451142500,1960006105,C,0
139,43221,1450056500,1451187901,C,0
140,43221,1450991102,1960065500,C,0
141,43222,1961261001,1450044700,C,0
142,43222,1961263201,1960245100,C,0
143,43222,1451059800,1450807905,C,0
